Path,Label
Data/raw\reggae\reggae.00019.wav,reggae
Data/raw\jazz\jazz.00048.wav,jazz
Data/raw\hiphop\hiphop.00001.wav,hiphop
Data/raw\pop\pop.00050.wav,pop
Data/raw\classical\classical.00062.wav,classical
Data/raw\hiphop\hiphop.00079.wav,hiphop
Data/raw\classical\classical.00054.wav,classical
Data/raw\blues\blues.00062.wav,blues
Data/raw\jazz\jazz.00054.wav,jazz
Data/raw\classical\classical.00000.wav,classical
Data/raw\blues\blues.00054.wav,blues
Data/raw\disco\disco.00082.wav,disco
Data/raw\country\country.00045.wav,country
Data/raw\country\country.00048.wav,country
Data/raw\metal\metal.00026.wav,metal
Data/raw\country\country.00061.wav,country
Data/raw\blues\blues.00069.wav,blues
Data/raw\reggae\reggae.00097.wav,reggae
Data/raw\rock\rock.00012.wav,rock
Data/raw\pop\pop.00005.wav,pop
Data/raw\metal\metal.00086.wav,metal
Data/raw\hiphop\hiphop.00003.wav,hiphop
Data/raw\jazz\jazz.00041.wav,jazz
Data/raw\jazz\jazz.00093.wav,jazz
Data/raw\reggae\reggae.00084.wav,reggae
Data/raw\hiphop\hiphop.00021.wav,hiphop
Data/raw\blues\blues.00098.wav,blues
Data/raw\pop\pop.00081.wav,pop
Data/raw\metal\metal.00059.wav,metal
Data/raw\disco\disco.00061.wav,disco
Data/raw\rock\rock.00019.wav,rock
Data/raw\reggae\reggae.00067.wav,reggae
Data/raw\classical\classical.00075.wav,classical
Data/raw\disco\disco.00005.wav,disco
Data/raw\jazz\jazz.00043.wav,jazz
Data/raw\country\country.00036.wav,country
Data/raw\classical\classical.00031.wav,classical
Data/raw\disco\disco.00052.wav,disco
Data/raw\jazz\jazz.00070.wav,jazz
Data/raw\reggae\reggae.00083.wav,reggae
Data/raw\hiphop\hiphop.00055.wav,hiphop
Data/raw\pop\pop.00065.wav,pop
Data/raw\blues\blues.00083.wav,blues
Data/raw\country\country.00050.wav,country
Data/raw\rock\rock.00066.wav,rock
Data/raw\pop\pop.00030.wav,pop
Data/raw\reggae\reggae.00078.wav,reggae
Data/raw\jazz\jazz.00031.wav,jazz
Data/raw\pop\pop.00049.wav,pop
Data/raw\jazz\jazz.00037.wav,jazz
Data/raw\disco\disco.00066.wav,disco
Data/raw\rock\rock.00044.wav,rock
Data/raw\jazz\jazz.00019.wav,jazz
Data/raw\blues\blues.00009.wav,blues
Data/raw\blues\blues.00024.wav,blues
Data/raw\hiphop\hiphop.00013.wav,hiphop
Data/raw\pop\pop.00014.wav,pop
Data/raw\classical\classical.00009.wav,classical
Data/raw\classical\classical.00085.wav,classical
Data/raw\classical\classical.00092.wav,classical
Data/raw\rock\rock.00042.wav,rock
Data/raw\hiphop\hiphop.00072.wav,hiphop
Data/raw\jazz\jazz.00024.wav,jazz
Data/raw\reggae\reggae.00027.wav,reggae
Data/raw\reggae\reggae.00044.wav,reggae
Data/raw\rock\rock.00060.wav,rock
Data/raw\country\country.00034.wav,country
Data/raw\rock\rock.00000.wav,rock
Data/raw\classical\classical.00042.wav,classical
Data/raw\country\country.00027.wav,country
Data/raw\hiphop\hiphop.00000.wav,hiphop
Data/raw\hiphop\hiphop.00032.wav,hiphop
Data/raw\disco\disco.00017.wav,disco
Data/raw\hiphop\hiphop.00053.wav,hiphop
Data/raw\rock\rock.00018.wav,rock
Data/raw\reggae\reggae.00000.wav,reggae
Data/raw\classical\classical.00021.wav,classical
Data/raw\rock\rock.00090.wav,rock
Data/raw\rock\rock.00026.wav,rock
Data/raw\blues\blues.00018.wav,blues
Data/raw\reggae\reggae.00072.wav,reggae
Data/raw\blues\blues.00061.wav,blues
Data/raw\disco\disco.00076.wav,disco
Data/raw\disco\disco.00065.wav,disco
Data/raw\pop\pop.00061.wav,pop
Data/raw\classical\classical.00055.wav,classical
Data/raw\rock\rock.00079.wav,rock
Data/raw\classical\classical.00067.wav,classical
Data/raw\reggae\reggae.00013.wav,reggae
Data/raw\hiphop\hiphop.00026.wav,hiphop
Data/raw\blues\blues.00081.wav,blues
Data/raw\rock\rock.00024.wav,rock
Data/raw\disco\disco.00077.wav,disco
Data/raw\reggae\reggae.00073.wav,reggae
Data/raw\rock\rock.00033.wav,rock
Data/raw\rock\rock.00009.wav,rock
Data/raw\reggae\reggae.00029.wav,reggae
Data/raw\country\country.00024.wav,country
Data/raw\country\country.00073.wav,country
Data/raw\classical\classical.00046.wav,classical
Data/raw\classical\classical.00086.wav,classical
Data/raw\pop\pop.00022.wav,pop
Data/raw\metal\metal.00063.wav,metal
Data/raw\metal\metal.00058.wav,metal
Data/raw\pop\pop.00037.wav,pop
Data/raw\country\country.00086.wav,country
Data/raw\disco\disco.00072.wav,disco
Data/raw\rock\rock.00045.wav,rock
Data/raw\jazz\jazz.00090.wav,jazz
Data/raw\classical\classical.00039.wav,classical
Data/raw\jazz\jazz.00050.wav,jazz
Data/raw\metal\metal.00032.wav,metal
Data/raw\classical\classical.00002.wav,classical
Data/raw\jazz\jazz.00005.wav,jazz
Data/raw\country\country.00098.wav,country
Data/raw\jazz\jazz.00023.wav,jazz
Data/raw\disco\disco.00022.wav,disco
Data/raw\reggae\reggae.00095.wav,reggae
Data/raw\pop\pop.00027.wav,pop
Data/raw\blues\blues.00090.wav,blues
Data/raw\metal\metal.00098.wav,metal
Data/raw\jazz\jazz.00027.wav,jazz
Data/raw\metal\metal.00061.wav,metal
Data/raw\country\country.00013.wav,country
Data/raw\hiphop\hiphop.00073.wav,hiphop
Data/raw\pop\pop.00089.wav,pop
Data/raw\reggae\reggae.00010.wav,reggae
Data/raw\country\country.00081.wav,country
Data/raw\blues\blues.00035.wav,blues
Data/raw\classical\classical.00023.wav,classical
Data/raw\rock\rock.00004.wav,rock
Data/raw\metal\metal.00004.wav,metal
Data/raw\country\country.00039.wav,country
Data/raw\classical\classical.00084.wav,classical
Data/raw\reggae\reggae.00070.wav,reggae
Data/raw\classical\classical.00044.wav,classical
Data/raw\pop\pop.00087.wav,pop
Data/raw\blues\blues.00026.wav,blues
Data/raw\jazz\jazz.00039.wav,jazz
Data/raw\pop\pop.00002.wav,pop
Data/raw\reggae\reggae.00035.wav,reggae
Data/raw\metal\metal.00014.wav,metal
Data/raw\pop\pop.00053.wav,pop
Data/raw\disco\disco.00069.wav,disco
Data/raw\disco\disco.00039.wav,disco
Data/raw\jazz\jazz.00044.wav,jazz
Data/raw\classical\classical.00056.wav,classical
Data/raw\blues\blues.00034.wav,blues
Data/raw\rock\rock.00098.wav,rock
Data/raw\pop\pop.00013.wav,pop
Data/raw\classical\classical.00001.wav,classical
Data/raw\pop\pop.00028.wav,pop
Data/raw\jazz\jazz.00038.wav,jazz
Data/raw\blues\blues.00032.wav,blues
Data/raw\hiphop\hiphop.00028.wav,hiphop
Data/raw\blues\blues.00044.wav,blues
Data/raw\country\country.00014.wav,country
Data/raw\rock\rock.00015.wav,rock
Data/raw\disco\disco.00046.wav,disco
Data/raw\rock\rock.00030.wav,rock
Data/raw\disco\disco.00006.wav,disco
Data/raw\country\country.00070.wav,country
