,track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
398,TRYIBIK12903CB5059,Do Not Fire!,Madvillain,https://p.scdn.co/mp3-preview/11217de14f5b2cddf18f5ac66d16d8aa451c9b2c?cid=774b29d4f13844c495f206cafdad9c86,0WBneaUrDFJVYAlCzUJjed,hip_hop,Rap,2004,52826,0.384,0.707,4,-11.222,1,0.376,0.00838,0.0104,0.201,0.763,87.794,4
370,TRDDRPU12903CADD65,In My Dreams (Cudder Anthem),Kid Cudi,https://p.scdn.co/mp3-preview/5b19adce740594e1d5f547c303149aa9c537d28e?cid=774b29d4f13844c495f206cafdad9c86,0i6TnC4SCYFjWO9IazonEG,"rap, hip_hop, chill",Rap,2009,199000,0.68,0.416,2,-12.52,0,0.0558,0.299,2.62e-05,0.105,0.482,98.482,4
54,TRLJGIX128F92F323D,Lights Out,Santigold,https://p.scdn.co/mp3-preview/e3d67fee9213d08205fff114c96c34762c237272?cid=774b29d4f13844c495f206cafdad9c86,0480zldyxMPfcy8brNQUTT,"electronic, alternative, indie, female_vocalists, indie_rock, chillout, indie_pop, 00s, pop_rock",Blues,2008,194586,0.758,0.825,2,-5.72,1,0.0433,0.314,0.183,0.0464,0.948,134.944,4
1338,TRUINRN128F4259C58,Stuff,MU330,https://p.scdn.co/mp3-preview/b9752defcc8589e306b812c04ef2bb8ed9ac1532?cid=774b29d4f13844c495f206cafdad9c86,06Jet48or0xKzJEJB5kU6d,ska,Reggae,2001,167866,0.476,0.936,0,-5.802,1,0.0944,0.0667,0.000185,0.846,0.763,106.077,4
1182,TREZQKM128F930EBD0,It's My Own Fault,B.B. King,https://p.scdn.co/mp3-preview/7f68ef3d1349dbfe12b348d10913cdc78affbb16?cid=774b29d4f13844c495f206cafdad9c86,0110k1Zi0WzhjpmXKixbor,"blues, blues_rock",Blues,1974,254560,0.56,0.169,1,-21.191,1,0.114,0.654,1.74e-05,0.285,0.686,93.233,1
312,TRJWVJE128F42591A5,Blue Eyes Crying in the Rain,Willie Nelson,https://p.scdn.co/mp3-preview/e9633aa56649021e40b685d1f1012977bd3c5631?cid=774b29d4f13844c495f206cafdad9c86,0299Kj5FSAT4cS8vw8yp9r,"folk, acoustic, country",Country,2002,138293,0.627,0.0955,4,-15.572,1,0.038,0.921,0.00259,0.111,0.411,117.818,4
921,TRESFZR128F930FE04,Misguided Angel,Cowboy Junkies,https://p.scdn.co/mp3-preview/744d27c2603bef571b4a24ca939532315a3fb323?cid=774b29d4f13844c495f206cafdad9c86,09tSuepbFpD5W19TubREJJ,"female_vocalists, country",Country,2001,295266,0.451,0.266,7,-17.655,1,0.0358,0.455,6.6e-06,0.144,0.18,134.656,4
109,TRJDNXY12903CDD722,Cosmic Love,Florence + the Machine,https://p.scdn.co/mp3-preview/3e555b81bf84a436b1fd4d1ccf52798edee6bd70?cid=774b29d4f13844c495f206cafdad9c86,04sO2Rg7eeIY9VZ3eZgCLN,"alternative, indie, female_vocalists, british, indie_pop, love, beautiful",New Age,2010,255906,0.519,0.829,9,-5.435,0,0.0393,0.152,0.000548,0.125,0.113,140.061,4
718,TRHZHIU128E0788BC2,Who The Pop Cares,De-Phazz,https://p.scdn.co/mp3-preview/2ff67ad3d86a405467a42a477470aabbd65d9d9b?cid=774b29d4f13844c495f206cafdad9c86,3S8K0lZYIRDcUJMfdnbHFZ,"jazz, chillout, german, trance, downtempo, lounge",Jazz,2005,112893,0.741,0.772,2,-8.329,1,0.034,0.00659,0.677,0.0942,0.976,143.869,4
691,TROKLRX128F1464C3B,Lonesome,Jakob,https://p.scdn.co/mp3-preview/b28b3b95d37d5880ba6e43e9847d9b6255d63c73?cid=774b29d4f13844c495f206cafdad9c86,1TGhDkrPFpANQrmFjqCmv3,"instrumental, post_rock",Country,2007,480893,0.13,0.357,0,-12.282,0,0.0325,0.0312,0.863,0.12,0.0493,87.926,1
100,TRDCTLN12903CF9CB6,I'm Not Crying,Flight of the Conchords,https://p.scdn.co/mp3-preview/c1428a9bdebdb0a6a46f584bdf16f5eeb1984fd6?cid=774b29d4f13844c495f206cafdad9c86,2tgx5j8yPdIbIfNjWeBr6k,,Folk,2007,204040,0.573,0.247,0,-11.648,1,0.169,0.9,1.2e-06,0.112,0.146,152.626,4
1125,TRFDWID128F92EC490,Here Come The Blues,Nick Drake,https://p.scdn.co/mp3-preview/b2071240b735afddc5ae2dd2e1cf4e9e1c159394?cid=774b29d4f13844c495f206cafdad9c86,0jSqrHjDr04YTo0lZisxxo,"folk, singer_songwriter, british, acoustic, 60s, lounge",Folk,2007,233106,0.488,0.119,1,-15.6,0,0.0408,0.936,0.703,0.105,0.301,124.753,4
669,TRJZLOA128F930369C,Rhyme & Reason,Dave Matthews Band,https://p.scdn.co/mp3-preview/d29a765d31883bb8a0e23029c1be330d707b5251?cid=774b29d4f13844c495f206cafdad9c86,0sQB7vU9UQ7LrOrOvqUWGB,"rock, acoustic",Rock,1994,314266,0.648,0.752,5,-7.82,1,0.038,0.0747,8.13e-06,0.336,0.466,120.217,4
1375,TRJEETC128F92D1BF9,Petit Pays,Cesária Évora,https://p.scdn.co/mp3-preview/734d33ea9bf3ee209cff177440e0cbb2f8a51961?cid=774b29d4f13844c495f206cafdad9c86,15LeYYwakBRKozkhSlyM7a,female_vocalists,World,2002,224933,0.583,0.432,4,-13.715,0,0.0352,0.782,0.0,0.261,0.847,78.095,4
266,TRRIBOP128F934D0E6,Postales,Federico Aubele,https://p.scdn.co/mp3-preview/1b78fca3e2eaf9bfd7dd5c7ddb72c291b76866b6?cid=774b29d4f13844c495f206cafdad9c86,0WMSOFttGVcpEK0S0Lml6n,"electronic, ambient, chillout, trip_hop, downtempo, lounge, chill",Latin,2006,244465,0.717,0.531,7,-8.476,1,0.0661,0.157,0.00156,0.149,0.665,94.511,4
678,TRSKSQS128F429D9AE,Red Eyed Friend,Sonic Syndicate,https://p.scdn.co/mp3-preview/eff0df3b8a6df44af85f7f1f0bb260da5593ddc3?cid=774b29d4f13844c495f206cafdad9c86,01NMLBVLj31KKS1v2XPdzw,"metalcore, melodic_death_metal, power_metal, swedish",Metal,2008,283080,0.475,0.986,10,-4.32,0,0.0747,9.12e-05,1.03e-06,0.37,0.122,115.003,4
296,TREUZOI128F92D2C49,Gun Street Girl,Tom Waits,https://p.scdn.co/mp3-preview/98b7a2ac49113249a9dc809d21b5bf1e35938a89?cid=774b29d4f13844c495f206cafdad9c86,2OCpoUUjefeFnYHnxAF5rY,"experimental, folk, singer_songwriter, 80s, blues, acoustic, male_vocalists, avant_garde",Blues,1985,277293,0.774,0.413,9,-10.955,0,0.0494,0.537,8.48e-05,0.0462,0.488,66.143,4
529,TRFPARS128F42623C1,Doghouse,Descendents,https://p.scdn.co/mp3-preview/c6493045c83b669156029c2a22252952be299ad1?cid=774b29d4f13844c495f206cafdad9c86,1aAfsMYch96GHpjjXXy2jQ,"punk, hardcore, punk_rock, post_punk",Punk,1996,107266,0.539,0.994,7,-6.217,0,0.143,0.00765,1.82e-06,0.369,0.249,101.767,4
944,TRXEFJU128F4269AB5,Sunny Skies,James Taylor,https://p.scdn.co/mp3-preview/e28dac713669c489632b009ae16240bdcf506939?cid=774b29d4f13844c495f206cafdad9c86,2og2NTWCg483LGsY6WjvQB,"folk, singer_songwriter, country",RnB,1970,141866,0.823,0.142,0,-18.447,1,0.0446,0.706,0.0,0.166,0.583,120.266,4
1013,TRKXVHR128F428B826,René bouteille,La Tordue,https://p.scdn.co/mp3-preview/26b39a752dc33924f13bdd1565651e373db73c7d?cid=774b29d4f13844c495f206cafdad9c86,1cGgBKXBe746EGSBE0IWDi,french,Pop,2007,190960,0.837,0.646,5,-8.65,0,0.0767,0.907,0.000105,0.11,0.817,145.935,4
950,TRJJYOO128F428D132,You're Gonna Miss Me When I'm Gone,Brooks & Dunn,https://p.scdn.co/mp3-preview/8c1b072a2638b065e877a71ef231435f9335a381?cid=774b29d4f13844c495f206cafdad9c86,06R9SXVJVQ1vLBcgzbaMWP,country,Country,1991,291786,0.653,0.482,7,-11.037,1,0.0245,0.0613,0.000146,0.144,0.373,133.586,4
377,TRQMZIM128F93298E4,Formation,Beyoncé,https://p.scdn.co/mp3-preview/d3511dfefd3ea9cc3aeced50fdea8d6aa2695ea8?cid=774b29d4f13844c495f206cafdad9c86,6BOh92QF6cAvNjH9SRYJxL,"rap, hip_hop, rnb",Electronic,2016,206080,0.733,0.611,1,-6.859,1,0.456,0.00463,0.0,0.195,0.81,61.145,4
286,TROYKCI128F1468D95,The Dream of the Dolphin,Enigma,https://p.scdn.co/mp3-preview/91ccd96c324ae743364250993237323aa7a80616?cid=774b29d4f13844c495f206cafdad9c86,1BK4P5U99RBR0Vlvueshtp,"ambient, new_age",New Age,1993,167369,0.38,0.126,4,-22.635,1,0.0331,0.862,0.565,0.38,0.0353,104.917,4
1438,TRKRETP128F14794BD,Se Mueven,Macaco,https://p.scdn.co/mp3-preview/6ad3eaa9da28800eba7ee6d348206050f835f6f0?cid=774b29d4f13844c495f206cafdad9c86,4pxn7xbwY3TnLswEWwpI09,,Latin,2004,204346,0.848,0.548,4,-7.12,0,0.0776,0.303,2.68e-06,0.194,0.878,101.973,4
730,TRWPNYO128F428BE8E,Funky Ride,OutKast,https://p.scdn.co/mp3-preview/a2b886fec41b635e953c61ca79189539028c23f7?cid=774b29d4f13844c495f206cafdad9c86,0CLslpom5RLEXtwbD6dI52,"soul, rap, hip_hop, funk",Rap,1994,390533,0.545,0.584,6,-7.643,0,0.0888,0.0161,1.06e-05,0.177,0.534,144.153,4
126,TRAFQFM128E078EC97,The Way I Am,Ingrid Michaelson,https://p.scdn.co/mp3-preview/ca0ca8933016eb4c904e6cbc0df0fcc01fd6ebbb?cid=774b29d4f13844c495f206cafdad9c86,0swwbmnXfzeg2hbVI3cov9,"indie, pop, female_vocalists, singer_songwriter, acoustic, indie_pop, love, mellow, chill",Rap,2008,133200,0.874,0.287,0,-8.079,1,0.0414,0.736,1.06e-05,0.107,0.31,119.981,4
327,TRFVGBW128F14856CA,Barfly,Ray LaMontagne,https://p.scdn.co/mp3-preview/62dfce8add1f19aeeaef5f90374093d273e137bb?cid=774b29d4f13844c495f206cafdad9c86,2QBZZAedRu6ma59opHTYdh,"folk, singer_songwriter, acoustic, mellow",Folk,2004,235146,0.599,0.321,0,-14.308,1,0.0289,0.153,0.133,0.0991,0.357,81.222,4
292,TRTAXEW128F146503A,Moon Trills,Jonny Greenwood,https://p.scdn.co/mp3-preview/8cce5a721b1c072f79ff51b662161e45a7c3031f?cid=774b29d4f13844c495f206cafdad9c86,6kyC8h3hpORkVmZFVIsPmV,"ambient, experimental, instrumental, psychedelic, avant_garde",Electronic,2003,317146,0.171,0.263,1,-18.049,0,0.0346,0.401,0.934,0.298,0.034,106.204,4
548,TRGANEM128F42884DE,Shorty (Got Her Eyes On Me),Donell Jones,https://p.scdn.co/mp3-preview/ebca593d2e250ae18fe22cc479a8022a8f7a2ed4?cid=774b29d4f13844c495f206cafdad9c86,0Ui0IsuOij8cZkOUiD0tC1,"soul, rnb, male_vocalists, chill",RnB,2009,191760,0.53,0.515,2,-9.441,0,0.0911,0.0841,0.0,0.315,0.632,111.852,5
727,TRYLAPI128F427CB23,(You Caught Me) Smilin',Sly & The Family Stone,https://p.scdn.co/mp3-preview/8e38089109b82433c2e99526abeb12bd0bcd4c74?cid=774b29d4f13844c495f206cafdad9c86,0S1aESjgLzxE1Qwp2bPTtK,"soul, funk",RnB,1973,172000,0.788,0.523,7,-13.506,1,0.0542,0.448,0.00698,0.0471,0.634,97.755,4
908,TRMZOST12903CE303C,Little Bit of Life,Craig Morgan,https://p.scdn.co/mp3-preview/0675319ca1ebd932f19a391d601c930cd9b26f9c?cid=774b29d4f13844c495f206cafdad9c86,08ve7PvpQbzS2QNbOWQkkB,country,Country,2008,252933,0.666,0.825,0,-4.882,1,0.0373,0.3,0.0,0.347,0.702,96.982,4
355,TRHTSDD128F92E7CEE,I'm Not a Punk,Descendents,https://p.scdn.co/mp3-preview/534e7a4027cf98577203346c5570606a4751a7e2?cid=774b29d4f13844c495f206cafdad9c86,2Fbk0p3AhZwRv9DwMifFBm,"punk, punk_rock",Punk,1982,64200,0.278,0.952,0,-8.778,0,0.0479,3.21e-05,0.0,0.391,0.624,141.669,4
170,TRFWIGT128F147CC7B,Better Than You,Metallica,https://p.scdn.co/mp3-preview/f5155355c63bd8f5a6d96870868b80d1a4a8d614?cid=774b29d4f13844c495f206cafdad9c86,0S9cx87cr7bDxutGwfxp5k,"metal, hard_rock, heavy_metal, thrash_metal, 90s",Metal,2009,321600,0.43,0.964,1,-5.465,1,0.0566,3.87e-05,0.476,0.896,0.443,156.59,4
966,TRVINLR128F1469B4E,Hitman,Metal Church,https://p.scdn.co/mp3-preview/d4c953fa618125b5d71959bca0886e35eba3b635?cid=774b29d4f13844c495f206cafdad9c86,5Jyrf1p5TOUZuuCMbYjQkQ,"heavy_metal, thrash_metal, power_metal",Rap,1984,275573,0.4,0.942,1,-12.389,1,0.0573,0.000451,0.483,0.0369,0.362,124.306,4
1133,TREDYAD128F422E64B,Noche De Rumberos,Los Titanes,https://p.scdn.co/mp3-preview/636216d45e0f242345ce873d09d5b517a3ff542e?cid=774b29d4f13844c495f206cafdad9c86,0SGxR89fYhzlNQ1Kd63tM3,,Latin,2012,226397,0.794,0.786,1,-7.209,1,0.0417,0.522,0.228,0.28,0.847,100.894,4
651,TRCWWBE128F92FB877,Po' Boy,Bob Dylan,https://p.scdn.co/mp3-preview/191310d5238f54abb9fa5f746b76720cbc617041?cid=774b29d4f13844c495f206cafdad9c86,0qA63dNzvAC897xYsHJQNq,"rock, folk, singer_songwriter, blues",Blues,2007,185360,0.674,0.483,0,-11.633,1,0.118,0.723,0.0,0.164,0.372,116.279,4
209,TRMXZMN128F425980B,All That I Need Is Love,Melody Gardot,https://p.scdn.co/mp3-preview/226b148167a19f91d48ed7e8f5abb3c13bad21f4?cid=774b29d4f13844c495f206cafdad9c86,5qXhjrcfWlEb7XgAjxnBpl,"female_vocalists, jazz, blues, acoustic",Jazz,2007,156426,0.683,0.353,2,-9.547,1,0.0523,0.953,0.013,0.0937,0.575,69.304,4
1397,TRMLWKP128F92FC5DF,Laidu,Rokia Traoré,https://p.scdn.co/mp3-preview/0ed8055bd4944e3f0dc6bfd3e106090f437919d5?cid=774b29d4f13844c495f206cafdad9c86,05CF4ATpqROLTQVYABNZ3W,,World,1998,386973,0.702,0.269,10,-15.172,0,0.0365,0.626,0.0406,0.125,0.397,99.747,4
140,TRVUHZI128F42A0DEF,U Remind Me,Usher,https://p.scdn.co/mp3-preview/b94b8fba4179746fbb1f23dd124d1aa076f50131?cid=774b29d4f13844c495f206cafdad9c86,0QKrdWfK2P6u4wUpkEAbyq,"pop, soul, hip_hop, rnb",RnB,2001,266893,0.656,0.636,3,-5.0,0,0.0781,0.224,0.0,0.254,0.724,93.963,4
1083,TRHYGCO128F92E34B4,Sekaisin,Antti Tuisku,https://p.scdn.co/mp3-preview/b3f155c0ebabbff79a5ecdfcaed69452ec5412e4?cid=774b29d4f13844c495f206cafdad9c86,1M2dVRc4xWmZSVXsPKg9tR,"pop, dance, dark_ambient",Pop,2006,207093,0.593,0.898,5,-5.582,0,0.0348,3.02e-05,4.98e-05,0.0861,0.664,129.996,4
990,TRFQYPZ12903CF0E76,Story Of The Eye,Eyehategod,https://p.scdn.co/mp3-preview/8eae41ceec0c03418b6c630893c06de4887653d2?cid=774b29d4f13844c495f206cafdad9c86,0AnWvaGkL9ZZXZdpiynW0n,"metal, doom_metal",Metal,1993,150146,0.303,0.825,6,-8.83,0,0.0841,0.00815,0.808,0.362,0.353,121.956,4
650,TRMBALI128F4263C1B,River Song,Dennis Wilson,https://p.scdn.co/mp3-preview/df83981b89d90d7af43a3a73180ff66b1f70f97f?cid=774b29d4f13844c495f206cafdad9c86,02Or0xpAQl2pEw14hEnlrk,"rock, blues, 60s, oldies",Jazz,2008,224306,0.429,0.558,10,-11.079,1,0.0299,0.0941,1.36e-05,0.403,0.209,133.188,4
1188,TRGQSKW128F428E601,I Want to Be Loved,The Rolling Stones,https://p.scdn.co/mp3-preview/e412527bafd9769872dbb4f76cd036d32d378e98?cid=774b29d4f13844c495f206cafdad9c86,1mlZiN4dDlbZNpOGa2jdKa,"rock, classic_rock, 60s, blues_rock",Jazz,1989,111560,0.548,0.798,5,-4.706,1,0.206,0.532,4.34e-06,0.365,0.668,72.943,4
1498,TRQVGTX128F4256ABF,Competition In Hatred,Heaven Shall Burn,https://p.scdn.co/mp3-preview/63d4ec939ca088114d3816d0571ce5c0c19ce37b?cid=774b29d4f13844c495f206cafdad9c86,6gFgahnOeNmjsifyzrlHbi,"metal, death_metal, hardcore, metalcore",Metal,2004,153720,0.392,0.925,7,-7.067,1,0.112,0.000158,0.000934,0.108,0.235,89.039,4
485,TRPJRLJ12903CF3E97,Stay The Course,Heaven Shall Burn,https://p.scdn.co/mp3-preview/90b14a28bb71ab7a56364050f0fe19634dd86d4c?cid=774b29d4f13844c495f206cafdad9c86,0g3LvDJ27CfnXmXZsjioLR,"death_metal, metalcore, melodic_death_metal",Metal,2006,236000,0.31,0.972,0,-2.867,1,0.0799,2.28e-06,0.00035,0.0337,0.312,175.27,4
527,TRHWDCX128F42AC2F5,Well Paid Scientist,Dead Kennedys,https://p.scdn.co/mp3-preview/01d2cd0888f35410cf2d4d9e445d24899b24d97a?cid=774b29d4f13844c495f206cafdad9c86,2kTFSkDlGLE48WTHJ9BJ3o,"punk, hardcore",Punk,2001,142013,0.239,0.938,2,-5.119,1,0.151,0.000511,7.07e-06,0.123,0.351,53.065,4
199,TRFOWGZ128F4240D60,No More,Madeleine Peyroux,https://p.scdn.co/mp3-preview/30ce31da734433fabc16e357a9d680c146140311?cid=774b29d4f13844c495f206cafdad9c86,1IFfkl86nV3uTOHVkqfcI8,"jazz, blues",Reggae,2004,211160,0.422,0.231,1,-13.542,1,0.0328,0.899,0.446,0.112,0.0824,76.057,4
889,TRZHBTI128F424C2E8,Get Up and Dance,The Doors,https://p.scdn.co/mp3-preview/02ba1d3a8092c2c59f9d31453db04f7e95d10a5b?cid=774b29d4f13844c495f206cafdad9c86,1HCrzK0GjSnIaPJs2KKsMQ,"rock, classic_rock, 70s, 60s, psychedelic_rock",RnB,1972,155373,0.749,0.601,0,-13.553,0,0.115,0.814,0.548,0.099,0.676,131.657,4
844,TRCFPZK128F42AEF18,Ask Yourself,Foster the People,https://p.scdn.co/mp3-preview/c3fa7c9230a1ef3f5349ff27f2e90e7d17cd665e?cid=774b29d4f13844c495f206cafdad9c86,6vtLtrPHZAo5OUy1Sk9BTH,"indie, indie_rock, american, indie_pop, male_vocalists, 00s, guitar",RnB,2014,263400,0.47,0.89,2,-4.672,1,0.0456,0.000798,1.23e-05,0.196,0.628,154.982,4
1068,TRUQAPZ128F4223160,My Fantasy,Miles Kane,https://p.scdn.co/mp3-preview/3edce0bdac53787734f1e5e085ad57206ce1c2f0?cid=774b29d4f13844c495f206cafdad9c86,0tJFZjJoACwhP73bXZLft6,"rock, indie, indie_rock, british, britpop",Rap,2011,200360,0.45,0.722,11,-5.799,0,0.031,0.0359,1.17e-06,0.0863,0.816,170.317,4
1205,TRXLJIJ128F149C309,The Road Goes On Forever,High Contrast,https://p.scdn.co/mp3-preview/7e522c319dc66c16763972a63af81c24d5938e19?cid=774b29d4f13844c495f206cafdad9c86,0bogiVoQb2PH15KqaWuSjy,drum_and_bass,Country,2012,341496,0.402,0.968,5,-1.14,1,0.0519,0.000323,0.79,0.0983,0.151,172.986,4
1054,TRAJWPS128F9319E3A,Hokkaido,Amon Tobin,https://p.scdn.co/mp3-preview/60cccc45f5fdd2bd3716630752a5c75eee119f94?cid=774b29d4f13844c495f206cafdad9c86,1YqdzhjqSMHCQBHJ0zdhp6,"electronic, ambient, experimental, soundtrack, idm, drum_and_bass",Electronic,2005,181080,0.128,0.83,9,-8.34,0,0.0737,0.654,0.903,0.205,0.0397,73.273,4
10,TRYAEUK128F425DEF7,The Handshake,MGMT,https://p.scdn.co/mp3-preview/3b64e1c1a20ebe2cb0842ed083452b98078f5e67?cid=774b29d4f13844c495f206cafdad9c86,0kmnnk3chw9y2vRFAuk12A,"rock, electronic, alternative, indie, pop, indie_rock, psychedelic",Rock,2007,219626,0.565,0.763,11,-7.043,0,0.0584,0.27,0.0087,0.299,0.283,139.995,4
147,TRNOFAT12903CAAB09,It's Gonna Be Me,*NSYNC,https://p.scdn.co/mp3-preview/8d77d3139230f7aa3f9d1250d3c2290af35ad73b?cid=774b29d4f13844c495f206cafdad9c86,0trdtLRyKAX2ZDKaI5wMz0,"pop, dance, 90s",Country,2005,191280,0.646,0.87,0,-4.702,0,0.0794,0.0502,0.0,0.0485,0.899,165.102,4
721,TRFSTTB128F92F4A7C,Official,Q-Tip,https://p.scdn.co/mp3-preview/fb4b7b38f7f1f516f8735c1f16951bec86e07492?cid=774b29d4f13844c495f206cafdad9c86,07h7fJI1G34usvUIzjwpOr,hip_hop,Rap,2008,198706,0.879,0.358,1,-7.03,0,0.231,0.0821,1.29e-06,0.132,0.747,95.993,4
282,TRADYXQ128F14655F1,Modern Crusaders,Enigma,https://p.scdn.co/mp3-preview/9aae6dfc2ae8c74bf9d721346109bf9ab80fbd05?cid=774b29d4f13844c495f206cafdad9c86,0aiAH0rJX9KJzwy3tzPQSS,"electronic, ambient, chillout, new_age",New Age,2001,233533,0.614,0.939,11,-7.501,0,0.0704,0.00437,0.225,0.529,0.327,114.988,4
298,TRIUKWV128F4251471,Mushroom,Can,https://p.scdn.co/mp3-preview/0d0c8aead0e1a617333e975fdbac534f36332036?cid=774b29d4f13844c495f206cafdad9c86,02zmNqJlwJgkS57BkrOzl1,"experimental, progressive_rock, psychedelic, german, 70s, psychedelic_rock, avant_garde",Reggae,1971,243573,0.626,0.526,4,-11.183,0,0.0314,0.00871,0.603,0.403,0.251,118.944,4
613,TRGCHLH12903CB7352,Party In The U.S.A.,The Barden Bellas,https://p.scdn.co/mp3-preview/f8c5ff9e6aebca46dad9fdebe5a2f363a40cb326?cid=774b29d4f13844c495f206cafdad9c86,0bz2Uy1KE7bNGsGQU9pZrU,"soundtrack, cover",Pop,2012,63080,0.531,0.36,10,-8.575,0,0.108,0.822,0.0,0.178,0.701,97.2,4
291,TRDCVAI128F1473EC6,Water Shows the Hidden Heart,Enya,https://p.scdn.co/mp3-preview/cc028b5207a5df3b3fadd7f32be1a79f85a80d77?cid=774b29d4f13844c495f206cafdad9c86,0mMZG7eMJPxRvsPbyvsBr5,"ambient, new_age",New Age,2005,281359,0.24,0.296,9,-13.251,1,0.0392,0.949,0.0266,0.101,0.0368,110.267,3
649,TRSGTXQ128F9331218,Change It,Stevie Ray Vaughan,https://p.scdn.co/mp3-preview/7f1a76bec5764edcaa49c91abee1452fd4896ca5?cid=774b29d4f13844c495f206cafdad9c86,0fHTNiPA7Ods0tMDeRvsoO,"blues, guitar, blues_rock",Blues,1983,237573,0.45,0.75,4,-10.285,1,0.0441,0.000156,0.0257,0.0618,0.366,110.996,4
598,TRTCHNA128F931EAF3,Arclight,Deathstars,https://p.scdn.co/mp3-preview/563c6df0dd5f102cb14d0cd14216b13d04197c6d?cid=774b29d4f13844c495f206cafdad9c86,0DNRlVwSY6KxrVs2aOnEy2,"industrial, gothic_metal, gothic",Metal,2009,275213,0.477,0.917,5,-3.786,0,0.0494,0.000798,0.0296,0.102,0.196,91.99,4
1043,TRWSRJG128F428BA7F,Food In The Belly,Xavier Rudd,https://p.scdn.co/mp3-preview/f690676ebc3ca62b3cd08b5eb64c329f7a79326c?cid=774b29d4f13844c495f206cafdad9c86,01grwQhXsfw6gLzq9CnW4B,"folk, acoustic, guitar",Folk,2005,160466,0.436,0.623,6,-8.925,1,0.0996,0.822,0.0105,0.135,0.888,126.111,4
552,TRJNYKL128F1488552,Sympathize,Amos Lee,https://p.scdn.co/mp3-preview/a13e04e413b85fac67a5ac1766c0e541018d048e?cid=774b29d4f13844c495f206cafdad9c86,0RLlGSUMlV1px4ASzHOeXU,"folk, singer_songwriter, soul, blues, acoustic, guitar",Folk,2006,185440,0.733,0.338,10,-10.489,1,0.0338,0.719,0.000158,0.104,0.157,124.187,4
1298,TRNMCVP128F93365DC,Dear Sergio:,Bandits of the Acoustic Revolution,https://p.scdn.co/mp3-preview/83dfa09a950d67b20a626918ae23c2a878621b6b?cid=774b29d4f13844c495f206cafdad9c86,6r47mFUvGeT3M5zQ3s6WPM,ska,Reggae,2002,184720,0.698,0.769,9,-8.466,0,0.0371,0.141,0.00111,0.239,0.965,129.99,4
129,TRXEYKZ128F145C3EF,Acquiesce,Oasis,https://p.scdn.co/mp3-preview/99ea448f0a487c910849cf24d1a630f3ddbee22c?cid=774b29d4f13844c495f206cafdad9c86,0gAO9Ch6cow1urKull89pF,"rock, indie, alternative_rock, indie_rock, british, 90s, britpop",Punk,2006,264960,0.191,0.953,7,-1.834,1,0.074,0.0102,0.000189,0.437,0.254,111.902,4
1061,TROJLVT128F42AE85F,...Passing By,Ulrich Schnauss,https://p.scdn.co/mp3-preview/b5658bb383d3793ababb75ab4bc924e924f5e179?cid=774b29d4f13844c495f206cafdad9c86,1fnM86DDTDWYpumRJqLSfU,"electronic, ambient, chillout, idm",Electronic,2001,395306,0.671,0.548,9,-7.921,1,0.0265,0.000714,0.762,0.114,0.525,99.875,4
331,TRUCJTA128F14856CD,You Can Bring Me Flowers,Ray LaMontagne,https://p.scdn.co/mp3-preview/dd3412ccc06cc4b14ea1531377dd7a114287d5ab?cid=774b29d4f13844c495f206cafdad9c86,0Ml89NmlG6hT23a530EE4u,"folk, singer_songwriter, blues, acoustic, male_vocalists, guitar, mellow, chill",Folk,2006,254399,0.546,0.302,5,-15.333,1,0.0316,0.735,0.0276,0.114,0.658,146.664,3
323,TRDIRFQ128F93382DF,Mightiest of Guns,A.A. Bondy,https://p.scdn.co/mp3-preview/f4c63ee831fd5b9b7b20aec9c7f28c2976badcc4?cid=774b29d4f13844c495f206cafdad9c86,15uTxjdvNnV6U5u5L4vpnM,"folk, singer_songwriter, chillout, acoustic, beautiful, mellow",Folk,2009,227280,0.236,0.16,0,-16.868,1,0.035,0.879,0.0265,0.194,0.125,169.025,4
680,TRLJCJY128F423EE8C,When the Sun Shone on Vetiver,Devendra Banhart,https://p.scdn.co/mp3-preview/1778c156c661dc79c457eb34ab1516ec937a707e?cid=774b29d4f13844c495f206cafdad9c86,2ZffxEe88dQ0WemIprG0uV,"indie, folk, singer_songwriter, psychedelic",Folk,2004,214546,0.319,0.513,9,-9.898,1,0.0312,0.742,0.621,0.0913,0.203,130.06,4
478,TRVHBIL128E078FA01,We Still Fight,Hatebreed,https://p.scdn.co/mp3-preview/e9f3f58450b4ed304b6660af6335be36649535d0?cid=774b29d4f13844c495f206cafdad9c86,1FTo6cXrlyXVHyJhgOkvaZ,"death_metal, hardcore, metalcore",Metal,2002,95093,0.312,0.964,1,-5.129,1,0.109,8.03e-06,0.0386,0.0549,0.834,189.083,4
561,TRFHCMB128F14A43C5,Can You Stand The Rain,New Edition,https://p.scdn.co/mp3-preview/f7cb300c7a478d3439785ba34568e8da24b27c3e?cid=774b29d4f13844c495f206cafdad9c86,0AF9aZkKkfsAdb6G7ss84B,"80s, soul, rnb",RnB,1998,300200,0.596,0.533,5,-9.132,0,0.0312,0.581,0.00184,0.0669,0.723,143.018,4
